Id,Source,Status (leads),Acquisition Campaign,City,Use Case,Status (offers),Price,Pain,Has_discount_code,Is_in_leads,created_days_leads,created_days_offers
9qladli4,Outbound,Qualified,N/A,Los Angeles,Corporate Events,Closed Lost,768.0,operations,True,True,496.0,488
9qpdsc7j,Outbound,Qualified,N/A,San Diego,Corporate Events,Closed Won,150.0,operations,True,True,533.0,537
9qpe6pbf,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,576.0,operations,True,True,474.0,474
9qug9b0m,Inbound,Qualified,N/A,San Antonio,Corporate Events,Closed Won,360.0,operations,True,True,483.0,483
9rd081i1,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,125
9rk0n70s,Outbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Won,360.0,operations,True,True,540.0,366
9rsn1xrk,Outbound,Qualified,Digital kit 2,Chicago,Educational Seminars,Demo 1,360.0,quality of delivery,False,True,645.0,650
9s83nm0e,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Won,768.0,operations,True,True,449.0,363
9s8lulos,N/A,N/A,N/A,N/A,Sports Events,Closed Won,240.0,operations,True,False,-1000.0,544
9seau0w9,Outbound,Qualified,ArtFair,N/A,Corporate Events,Closed Won,0.0,operations,True,True,646.0,401
9si6xzvt,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,150.0,operations,True,False,-1000.0,510
9smk22o9,Inbound,Qualified,N/A,Chicago,Sports Events,Closed Lost,360.0,operations,True,True,694.0,372
9stwizb3,Inbound,Qualified,TradeShow 3,Indianapolis,Corporate Events,Closed Won,324.0,operations,True,True,624.0,625
9tcxed5x,Inbound,Qualified,N/A,Seattle,Corporate Events,Closed Won,576.0,operations,True,True,601.0,580
9te6kj46,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,576.0,quality of delivery,True,False,-1000.0,720
9tvbt0zh,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,223
9udi2e83,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,200.0,operations,False,True,266.0,266
9uyn0y1u,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,True,509.0,509
9vfrvuvc,Inbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Won,324.0,operations,True,True,685.0,685
9w041a80,Inbound,Qualified,Branding book,Indianapolis,Corporate Events,Closed Lost,240.0,operations,True,True,428.0,428
9w6v1xrs,Inbound,Qualified,N/A,San Antonio,Corporate Events,Closed Won,240.0,operations,True,True,37.0,249
9wro3cg8,Outbound,Qualified,N/A,Los Angeles,Corporate Events,Checkbox,360.0,N/A,True,True,250.0,251
9x34xk80,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,360.0,operations,True,True,498.0,503
9xxxbbr7,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,1344.0,quality of delivery,True,False,-1000.0,674
9ydfi2d8,Inbound,Qualified,N/A,Denver,Corporate Events,Closed Won,768.0,operations,True,True,296.0,36
9yn7m5q8,Inbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Won,360.0,financial control,True,True,705.0,706
9yqjvy49,Outbound,Qualified,EducationExpo 2,Philadelphia,Educational Seminars,Closed Lost,360.0,financial control,True,True,615.0,622
9z80807f,Outbound,Qualified,ArtFair,San Diego,Educational Seminars,Closed Lost,200.0,operations,False,True,663.0,663
9z8q83tm,Outbound,Qualified,N/A,N/A,Corporate Events,Checkbox,324.0,financial control,True,True,222.0,224
9znb8r95,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,1344.0,quality of delivery,True,False,-1000.0,722
9zpfoxt8,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,360.0,operations,True,False,-1000.0,595
9zz606yy,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,463
a0j650wv,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,259
a0k5iboh,Inbound,Qualified,N/A,Washington,Sports Events,Closed Won,960.0,operations,True,True,237.0,34
a0q2x0nx,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,960.0,quality of delivery,True,True,323.0,323
a0xr4a9g,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,True,628.0,629
a10ktvw8,Inbound,Qualified,N/A,San Francisco,Sports Events,Closed Won,240.0,operations,True,True,217.0,344
a11ovvax,Outbound,Qualified,N/A,Chicago,Educational Seminars,Closed Lost,0.0,operations,False,True,533.0,537
a132logd,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,150.0,operations,True,True,250.0,261
a1fm92g5,Outbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,0.0,operations,True,True,454.0,668
a1rbwcz5,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Lost,1344.0,quality of delivery,True,True,404.0,404
a2qx5lsc,Inbound,Qualified,N/A,Philadelphia,Educational Seminars,Closed Won,150.0,quality of delivery,True,True,379.0,380
a2whf0fw,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,240.0,operations,True,True,697.0,470
a30r3n09,Inbound,Qualified,N/A,N/A,Sports Events,Closed Lost,360.0,operations,True,True,434.0,443
a3rp8v00,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,530
a4eydz1k,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,360.0,quality of delivery,True,True,280.0,280
a58qz2ld,Inbound,Qualified,N/A,Jacksonville,Corporate Events,Closed Won,960.0,operations,True,True,434.0,436
a58rb2zj,Outbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Lost,300.0,operations,True,True,680.0,680
a5iloyvc,Inbound,Qualified,N/A,Indianapolis,Corporate Events,Closed Won,960.0,operations,True,True,359.0,450
a5iys0ur,Inbound,Qualified,N/A,Seattle,Educational Seminars,Closed Lost,240.0,financial control,True,True,63.0,185
a5osgbc7,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,240.0,operations,True,True,247.0,289
a6fjhgph,Outbound,Qualified,Digital kit 2,N/A,Corporate Events,Closed Lost,360.0,operations,True,True,628.0,631
a766dyk9,N/A,N/A,N/A,N/A,Sports Events,Closed Won,768.0,financial control,True,False,-1000.0,816
a76jsb7c,N/A,N/A,N/A,N/A,Educational Seminars,Checkbox,1344.0,quality of delivery,True,False,-1000.0,680
a77ldwas,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,True,564.0,566
a8kjlf3a,Outbound,Qualified,VirtualMeetups,Philadelphia,Corporate Events,Closed Won,240.0,N/A,True,True,613.0,643
a8mvsf4x,Inbound,Qualified,TradeShow 3,N/A,Corporate Events,Closed Lost,200.0,operations,False,True,519.0,702
a9cb3dti,Inbound,Qualified,N/A,Jacksonville,Corporate Events,Closed Lost,768.0,financial control,True,True,339.0,321
a9k7ljce,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,125
a9shy0yd,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,324.0,N/A,True,True,637.0,492
a9up4atd,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Lost,300.0,operations,False,True,327.0,249
aa43xx95,N/A,N/A,N/A,N/A,Educational Seminars,Closed Lost,240.0,financial control,False,False,-1000.0,195
aafi409n,Inbound,Qualified,N/A,San Jose,Sports Events,Closed Won,120.0,operations,True,True,465.0,468
ab4673cz,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,360.0,operations,True,True,203.0,203
abbbp3bl,N/A,N/A,N/A,N/A,Sports Events,Closed Won,150.0,operations,True,False,-1000.0,205
abw1vnlv,Outbound,Qualified,N/A,Jacksonville,Corporate Events,Closed Won,360.0,operations,True,True,251.0,251
abyki7nz,Outbound,Qualified,N/A,San Antonio,Corporate Events,Closed Won,360.0,N/A,True,True,471.0,471
ac2s5vjy,Inbound,Qualified,N/A,Chicago,Sports Events,Closed Lost,150.0,operations,False,True,189.0,190
acb4tug4,Inbound,Qualified,N/A,San Francisco,Educational Seminars,Closed Lost,1008.0,financial control,True,True,703.0,652
ackuy26b,Inbound,Qualified,N/A,Indianapolis,Educational Seminars,Closed Lost,0.0,operations,False,True,472.0,510
acn1v6px,Inbound,Qualified,N/A,Indianapolis,N/A,Closed Won,360.0,financial control,True,True,315.0,321
acqob0za,Inbound,Qualified,EducationExpo 2,N/A,Educational Seminars,Closed Lost,360.0,quality of delivery,True,True,647.0,650
actfdaol,Inbound,Qualified,N/A,N/A,Sports Events,Closed Lost,300.0,operations,False,True,480.0,480
ad8gs6e7,Inbound,Qualified,N/A,Houston,Corporate Events,Closed Lost,0.0,quality of delivery,False,True,721.0,722
ada0r3d6,Inbound,Qualified,N/A,Austin,Educational Seminars,Closed Lost,150.0,operations,False,True,526.0,530
adibycxn,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,1350.0,quality of delivery,True,False,-1000.0,174
adjd21g8,Inbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Lost,360.0,operations,False,True,615.0,615
adki0bk9,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,712
ae43b76b,Inbound,Qualified,N/A,Denver,Sports Events,Closed Lost,120.0,time saving,False,True,433.0,435
ae5e0t3l,Outbound,Qualified,EducationExpo 2,San Jose,Educational Seminars,Closed Won,324.0,operations,True,True,579.0,602
aekopz4y,Inbound,Qualified,EducationExpo 3,San Francisco,Educational Seminars,Closed Lost,1344.0,quality of delivery,True,True,644.0,707
aes8nyza,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Lost,450.0,operations,False,True,59.0,212
aez2cm32,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,360.0,operations,True,True,657.0,659
aezn3ryd,Inbound,Qualified,N/A,Indianapolis,Corporate Events,Closed Won,240.0,operations,True,True,552.0,552
af3cu32b,Inbound,Qualified,N/A,Fort Worth,Corporate Events,Closed Won,150.0,financial control,True,True,314.0,327
af42t24c,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,600.0,operations,True,False,-1000.0,569
afivu0ad,Inbound,Qualified,VirtualMeetups,San Francisco,Corporate Events,Closed Won,120.0,operations,True,True,686.0,686
ag0elcox,Inbound,Qualified,N/A,N/A,Sports Events,Closed Lost,1008.0,financial control,True,True,621.0,631
ag8ln3hp,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,576.0,operations,False,True,1.0,213
ag8zyqbb,Inbound,Qualified,N/A,Chicago,Sports Events,Closed Won,1680.0,operations,True,True,287.0,294
ag9faf6z,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,True,506.0,506
agwsdnal,Inbound,Qualified,N/A,San Jose,Sports Events,Closed Won,600.0,operations,False,True,60.0,121
ah7o4ls4,Inbound,Qualified,N/A,New York,Corporate Events,Closed Lost,240.0,operations,False,True,151.0,243
ahkaum6t,Inbound,Qualified,N/A,San Diego,Sports Events,Closed Won,150.0,financial control,True,True,358.0,633
aiwu598a,Inbound,Qualified,N/A,Denver,Educational Seminars,Closed Won,768.0,quality of delivery,True,True,373.0,379
aix92b45,Inbound,Qualified,TradeShow 5,Denver,Educational Seminars,Closed Won,1344.0,quality of delivery,True,True,679.0,679
aj8i3bfg,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Lost,200.0,quality of delivery,False,True,204.0,33
ajxphlg1,Outbound,Qualified,FestivalFever,San Francisco,Educational Seminars,Closed Won,120.0,operations,True,True,549.0,615
ajyomveb,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,360.0,N/A,True,True,261.0,264
ak0uvo1r,N/A,N/A,N/A,N/A,Sports Events,Closed Won,300.0,operations,True,False,-1000.0,474
akp8ssrd,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Won,360.0,operations,True,True,655.0,613
al5yd4hb,N/A,N/A,N/A,N/A,Educational Seminars,Negotiation,300.0,N/A,True,False,-1000.0,999
al9cfzi4,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,960.0,N/A,True,False,-1000.0,363
alg9jlpd,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,200.0,N/A,True,False,-1000.0,396
alinmclm,Outbound,Qualified,VirtualMeetups,Chicago,Corporate Events,Closed Lost,200.0,operations,False,True,642.0,653
am3laq0n,N/A,N/A,N/A,N/A,Sports Events,Closed Won,240.0,quality of delivery,True,False,-1000.0,327
amudox9f,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,150.0,operations,True,True,392.0,665
amxryqcd,Inbound,Qualified,N/A,Denver,Corporate Events,Closed Won,240.0,N/A,True,True,318.0,320
an2a9jfx,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,960.0,operations,True,True,163.0,203
aneyhxgl,Inbound,Qualified,N/A,Phoenix,Corporate Events,Closed Lost,768.0,operations,False,True,513.0,543
anusqayo,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,0.0,N/A,True,False,-1000.0,566
ao78jjbi,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,1344.0,financial control,True,False,-1000.0,399
aoyb9mja,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,768.0,N/A,True,True,694.0,379
ap103okr,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,1344.0,operations,True,True,666.0,666
ap2oaqjk,Inbound,Qualified,N/A,San Francisco,Educational Seminars,Closed Lost,200.0,financial control,False,True,204.0,205
ap9srh6s,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,300.0,quality of delivery,False,True,385.0,451
apb4b78n,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,360.0,quality of delivery,True,False,-1000.0,429
apg8yjfj,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,576.0,quality of delivery,True,True,181.0,181
aps168jq,Outbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,1344.0,operations,True,True,91.0,121
apuhh5tf,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Won,1680.0,operations,True,True,576.0,492
aqahwesk,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,360.0,operations,True,True,373.0,373
aqq1n39g,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,1344.0,quality of delivery,True,False,-1000.0,267
aqyfe1s0,Outbound,Qualified,TradeShow 8,Chicago,Corporate Events,Closed Won,576.0,financial control,True,True,685.0,686
ar1yuyy4,Outbound,Qualified,VirtualMeetups,Charlotte,Corporate Events,Closed Won,360.0,N/A,True,True,614.0,705
arb2blix,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,768.0,operations,True,True,62.0,184
arrqabxa,Inbound,Qualified,N/A,New York,Corporate Events,Closed Lost,360.0,operations,False,True,667.0,462
as9qg2i9,Inbound,Meeting,N/A,San Antonio,Corporate Events,Closed Won,240.0,financial control,True,True,449.0,470
asart6jm,Inbound,Qualified,N/A,Jacksonville,Corporate Events,Closed Won,1344.0,operations,True,True,481.0,604
asjrnpq3,Inbound,Qualified,N/A,Washington,Sports Events,Closed Won,768.0,financial control,True,True,668.0,492
at1qeayp,Inbound,Qualified,N/A,San Diego,Educational Seminars,Closed Lost,768.0,quality of delivery,True,True,385.0,604
at3rbjub,Inbound,Qualified,N/A,Los Angeles,Corporate Events,Closed Won,960.0,operations,True,True,638.0,638
at50rzso,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,1680.0,N/A,True,False,-1000.0,94
atmp5a28,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Won,768.0,financial control,True,True,689.0,693
au1mcee5,Inbound,Qualified,N/A,Jacksonville,Corporate Events,Closed Won,200.0,operations,True,True,185.0,216
au5dk6qo,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,638
aufjvyv8,Inbound,Qualified,EducationExpo 2,N/A,Corporate Events,Closed Lost,240.0,quality of delivery,True,True,602.0,631
auj5b3wi,Outbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Won,360.0,financial control,True,True,672.0,702
avca9pap,Inbound,Qualified,N/A,San Diego,Corporate Events,Closed Won,1344.0,financial control,True,True,204.0,33
avfl1jx8,Outbound,Qualified,TradeShow 8,Fort Worth,Corporate Events,Closed Won,576.0,financial control,True,True,655.0,658
avuydfvf,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,324.0,financial control,True,True,721.0,722
avzswjpx,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,300.0,operations,True,False,-1000.0,716
aw17kikn,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,N/A,True,False,-1000.0,463
awmm7gp7,Outbound,Qualified,VirtualMeetups,New York,Corporate Events,Closed Won,1344.0,quality of delivery,True,True,756.0,756
awu64nvy,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,292
ax2u4crk,N/A,N/A,N/A,N/A,Educational Seminars,Closed Lost,1344.0,financial control,False,False,-1000.0,121
axg8zyye,Outbound,Qualified,N/A,Indianapolis,Educational Seminars,Closed Won,240.0,operations,True,True,667.0,470
axnf719j,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,N/A,True,False,-1000.0,166
axtc7p6n,N/A,N/A,N/A,N/A,Sports Events,Checkbox,450.0,operations,True,False,-1000.0,215
axv1qzzs,Inbound,Qualified,N/A,N/A,Sports Events,Closed Lost,150.0,operations,True,True,377.0,380
ay45d2dj,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,478
ay8icjgv,Inbound,Qualified,N/A,San Jose,Sports Events,Closed Won,240.0,operations,True,True,694.0,373
aya8feyy,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,768.0,quality of delivery,True,True,613.0,643
ayg0mayd,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,150.0,operations,True,False,-1000.0,558
aykj4lkv,Inbound,Qualified,N/A,Seattle,Sports Events,Closed Lost,0.0,operations,False,True,632.0,632
ayvmckuy,Inbound,Qualified,VirtualMeetups,Dallas,Corporate Events,Closed Won,300.0,financial control,True,True,785.0,785
az5hfnrg,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Lost,768.0,operations,True,True,288.0,292
az5iewgu,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,360.0,operations,True,True,380.0,380
b065vdw8,Outbound,Qualified,N/A,Denver,Corporate Events,Closed Won,1008.0,N/A,True,True,476.0,476
b0i6db08,Inbound,Qualified,N/A,San Francisco,Educational Seminars,Closed Won,360.0,operations,True,True,664.0,378
b0pt50na,N/A,N/A,N/A,N/A,Sports Events,Closed Won,960.0,quality of delivery,True,False,-1000.0,597
b0squ1tw,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Won,768.0,operations,True,True,464.0,471
b0xkfuj2,Outbound,Qualified,Stu Campaign,Phoenix,Corporate Events,Closed Lost,768.0,operations,True,True,756.0,785
b12w95db,Inbound,Qualified,N/A,San Antonio,Corporate Events,Closed Lost,768.0,financial control,False,True,605.0,605
b1b5unq2,Inbound,Qualified,N/A,Austin,Sports Events,Closed Won,576.0,financial control,True,True,161.0,163
b1d4m29h,Inbound,Qualified,N/A,Seattle,Educational Seminars,Closed Lost,360.0,quality of delivery,False,True,173.0,175
b1dnq0fx,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,324.0,operations,True,False,-1000.0,189
b1iefbx3,Inbound,Qualified,N/A,Chicago,Educational Seminars,Closed Lost,1344.0,quality of delivery,False,True,392.0,392
b1kh5ct3,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,1680.0,N/A,True,False,-1000.0,721
b1kzc0yc,Outbound,Qualified,EducationExpo 3,Charlotte,Educational Seminars,Negotiation,0.0,operations,False,True,721.0,816
b1rznob8,Inbound,Qualified,FestivalFever,N/A,Sports Events,Closed Won,240.0,operations,True,True,999.0,999
b1wqmr17,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,200.0,operations,False,True,33.0,61
b21d3ds7,N/A,N/A,N/A,N/A,Sports Events,Closed Won,768.0,operations,True,False,-1000.0,625
b2aje4tf,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,True,2.0,33
b2ijsgw2,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,financial control,True,False,-1000.0,392
b2rhgune,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,327
b2yf7nde,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Won,576.0,N/A,True,True,675.0,709
b35a3a7i,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,150.0,operations,True,False,-1000.0,202
b3g619gm,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,360.0,operations,True,True,384.0,454
b3mubdou,Inbound,Qualified,N/A,Charlotte,Corporate Events,Closed Lost,600.0,quality of delivery,True,True,156.0,339
b4gy626i,Inbound,Qualified,N/A,Columbus,Corporate Events,Closed Lost,240.0,operations,True,True,174.0,1
b4jbpbgq,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,240.0,quality of delivery,True,True,526.0,527
b4wv5wyc,Outbound,Qualified,EducationExpo 2,N/A,Corporate Events,Negotiation,150.0,financial control,True,True,600.0,600
b4xo21rk,Outbound,Qualified,VirtualMeetups,Austin,Corporate Events,Checkbox,1344.0,operations,True,True,547.0,578
b52m3nfj,Outbound,Qualified,N/A,Jacksonville,Educational Seminars,Closed Lost,360.0,operations,True,True,502.0,365
b65b1g3z,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,960.0,operations,True,False,-1000.0,716
b6nhfwja,Inbound,Qualified,N/A,Chicago,Sports Events,Closed Won,150.0,financial control,True,True,350.0,350
b6noancq,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,360.0,operations,True,True,95.0,217
b6rfbrn4,Outbound,Qualified,Digital kit 2,San Francisco,Educational Seminars,Closed Lost,768.0,financial control,True,True,703.0,650
b6zngi9s,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,quality of delivery,True,False,-1000.0,175
b7c722ba,Inbound,Qualified,VirtualMeetups,San Jose,Corporate Events,Negotiation,360.0,financial control,True,True,716.0,785
b7wtw6fi,Outbound,Qualified,N/A,San Francisco,Sports Events,Closed Lost,240.0,operations,False,True,188.0,33
b8ixemnt,N/A,N/A,N/A,N/A,Corporate Events,Closed Lost,768.0,operations,True,False,-1000.0,386
b8x4omy1,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,300.0,financial control,True,True,522.0,614
b9653j7q,Inbound,Qualified,EducationExpo 2,San Francisco,Corporate Events,Closed Won,150.0,operations,True,True,657.0,659
b9bsfs1w,Inbound,Qualified,N/A,Chicago,Sports Events,Closed Lost,200.0,quality of delivery,False,True,541.0,383
b9cmo6pa,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,360.0,financial control,True,True,351.0,352
b9p18be9,Outbound,Qualified,VirtualMeetups,San Jose,Sports Events,Closed Lost,768.0,quality of delivery,True,True,491.0,719
ba33h6lu,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,14876.0,operations,True,False,-1000.0,244
bazgofrb,Inbound,Qualified,N/A,Columbus,Corporate Events,Closed Lost,200.0,operations,False,True,418.0,418
bcf2cgqb,Inbound,Qualified,Digital kit 2,Washington,Educational Seminars,Closed Lost,768.0,operations,True,True,656.0,657
bcimej8c,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,324.0,quality of delivery,True,False,-1000.0,204
bcmkd6hy,Inbound,Qualified,N/A,Houston,Corporate Events,Closed Won,768.0,operations,True,True,205.0,61
bd0n8hch,Inbound,Qualified,N/A,N/A,Corporate Events,Demo 2,360.0,operations,False,True,443.0,446
bd5shnni,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,768.0,operations,True,True,694.0,373
bdgfn6ce,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,1344.0,operations,True,True,336.0,223
bdlfx028,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,360.0,operations,True,True,391.0,419
be6pxlkv,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,150.0,operations,True,False,-1000.0,254
bed17hsb,Outbound,Qualified,Branding book,N/A,Sports Events,Closed Lost,0.0,operations,False,True,567.0,569
bekqtdqq,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,financial control,True,False,-1000.0,565
bemjh09g,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,643
bepit966,Inbound,Qualified,N/A,Chicago,Sports Events,Closed Won,3150.0,N/A,True,True,308.0,632
bew7247g,Inbound,Qualified,TradeShow 5,New York,Corporate Events,Closed Lost,300.0,quality of delivery,True,True,655.0,659
bey83py8,Inbound,Qualified,N/A,N/A,Corporate Events,Checkbox,576.0,operations,True,True,167.0,168
bf396l05,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,150.0,operations,False,True,372.0,372
bfnmsbxg,N/A,N/A,N/A,N/A,Corporate Events,Closed Lost,200.0,N/A,True,False,-1000.0,0
bfsjkqqe,Inbound,Qualified,N/A,San Diego,Corporate Events,Closed Lost,240.0,operations,True,True,202.0,204
bggh1dpr,Inbound,Qualified,N/A,San Diego,Corporate Events,Closed Lost,18150.0,operations,True,True,31.0,196
bgh9yqpk,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,True,476.0,476
bh21pffx,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,1344.0,operations,True,True,186.0,248
bhbvcb46,Outbound,Qualified,N/A,Austin,Corporate Events,Closed Lost,240.0,operations,False,True,509.0,509
bhmkcq7w,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,768.0,financial control,True,True,355.0,357
bi10s29x,Inbound,Qualified,N/A,Chicago,Sports Events,Negotiation,960.0,N/A,True,True,295.0,969
bi1i15op,Outbound,Qualified,TradeShow 5,San Diego,Sports Events,Negotiation,45744.0,financial control,True,True,969.0,969
bihg53fo,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,275
birst3cb,Outbound,Qualified,FestivalFever,Denver,Sports Events,Closed Lost,768.0,time saving,True,True,550.0,642
bj1uxg1b,Inbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Won,576.0,financial control,True,True,650.0,651
bj39plsm,Inbound,Qualified,N/A,Philadelphia,Corporate Events,Closed Lost,200.0,operations,False,True,294.0,295
bjgqu5pj,Inbound,Qualified,Follow-up: digital guide,Chicago,Sports Events,Closed Lost,0.0,N/A,True,True,466.0,567
bjmsxiu2,N/A,N/A,N/A,N/A,Sports Events,Closed Won,150.0,financial control,True,False,-1000.0,244
bk2f6w03,Outbound,Qualified,TradeShow 7,Dallas,Educational Seminars,Closed Lost,768.0,financial control,True,True,700.0,553
bk6h16wo,N/A,N/A,N/A,N/A,Sports Events,Closed Won,768.0,operations,True,False,-1000.0,616
bkfb20zw,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,623
bkkrj4dz,Outbound,Qualified,N/A,Seattle,Corporate Events,Closed Won,960.0,operations,True,True,539.0,540
bkmc2smz,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,financial control,True,False,-1000.0,633
bl45hilm,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,200.0,N/A,True,True,422.0,477
bl91b41k,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,360.0,operations,True,True,264.0,216
blchybgu,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,768.0,operations,True,True,519.0,616
