Id,Source,Status (leads),Acquisition Campaign,City,Use Case,Status (offers),Price,Pain,Has_discount_code,Is_in_leads,created_days_leads,created_days_offers,days_difference
7bnpol8m,1,10,71,18,3,1,768.0,1,0,1,35.0,380,345.0
7br2ycws,1,10,71,2,1,1,240.0,0,1,1,481.0,415,-66.0
7bs9oqxm,5,10,71,2,1,2,768.0,2,1,1,337.0,258,-79.0
7c8lgcmr,6,12,71,20,3,2,360.0,4,1,0,-1000.0,577,1577.0
7cde9nj0,1,10,71,15,2,1,2400.0,2,0,1,668.0,510,-158.0
7chdh2i8,6,12,71,20,1,2,768.0,1,1,0,-1000.0,361,1361.0
7d0tllw1,5,10,71,20,3,2,768.0,1,1,1,969.0,969,0.0
7daiqds3,5,10,63,18,3,1,200.0,3,0,1,674.0,693,19.0
7dqpbkzy,1,10,71,20,3,1,768.0,2,1,1,308.0,308,0.0
7dr1quhz,6,12,71,20,1,2,360.0,4,1,0,-1000.0,722,1722.0
7drtd2wp,5,3,53,5,1,2,768.0,0,1,1,643.0,643,0.0
7e4d9ccc,6,12,71,20,1,2,360.0,1,1,0,-1000.0,426,1426.0
7e5x0bqq,1,10,71,20,1,2,240.0,1,1,1,419.0,419,0.0
7e6j0jn6,1,10,71,8,2,1,300.0,2,0,1,4.0,94,90.0
7e6sn8o6,1,10,71,12,1,1,200.0,1,0,1,358.0,359,1.0
7e9mgm9d,1,10,65,17,1,2,768.0,1,1,1,490.0,674,184.0
7eja0psv,1,10,71,11,2,1,1008.0,2,0,1,1.0,152,151.0
7eyzx5ox,1,10,59,20,1,2,2688.0,1,1,1,397.0,560,163.0
7f9rst6w,1,10,71,10,2,2,768.0,1,1,1,296.0,36,-260.0
7fivr4sf,5,10,71,20,1,2,1008.0,1,1,1,534.0,537,3.0
7ftwo9rx,1,10,71,2,1,1,18150.0,1,0,1,201.0,202,1.0
7fvkv4bt,6,12,71,20,1,0,768.0,4,1,0,-1000.0,65,1065.0
7g6gskfn,5,10,61,2,3,2,8014.0,1,1,1,707.0,999,292.0
7gllyoh8,1,10,71,4,2,1,360.0,0,1,1,325.0,343,18.0
7gp0128i,6,12,71,20,3,2,458.0,2,1,0,-1000.0,491,1491.0
7gr6gcvz,6,12,71,20,1,2,240.0,1,1,0,-1000.0,288,1288.0
7gvqlvcx,6,12,71,20,1,2,768.0,1,1,0,-1000.0,634,1634.0
7h1091nf,6,12,71,20,2,2,450.0,1,1,0,-1000.0,715,1715.0
7h2swaca,5,3,71,9,1,2,240.0,0,1,1,720.0,720,0.0
7h6ag1e7,1,10,71,2,1,2,240.0,1,1,1,392.0,467,75.0
7hlaz922,6,12,71,20,1,2,360.0,1,1,0,-1000.0,709,1709.0
7hlsldtk,1,10,71,20,2,1,200.0,0,0,1,264.0,264,0.0
7i49bq3a,5,10,71,20,1,2,150.0,1,1,1,545.0,668,123.0
7i5xx0dc,5,10,71,17,3,2,240.0,1,1,1,638.0,523,-115.0
7ifhnczj,1,10,71,9,1,2,240.0,2,1,1,335.0,189,-146.0
7ig429hn,1,10,71,16,1,2,360.0,1,1,1,258.0,450,192.0
7ioeemxe,1,10,71,20,1,1,768.0,1,1,1,95.0,339,244.0
7itgcn7n,1,10,71,9,2,1,768.0,1,1,1,379.0,380,1.0
7j1lpinh,1,10,71,14,1,2,360.0,0,1,1,37.0,350,313.0
7j2r2p0h,6,12,71,20,2,2,240.0,1,1,0,-1000.0,383,1383.0
7jku5muj,1,10,71,20,1,2,300.0,1,1,1,411.0,412,1.0
7jqk56n7,6,12,71,20,1,2,1344.0,1,1,0,-1000.0,250,1250.0
7k02siyc,6,12,71,20,1,2,240.0,0,1,0,-1000.0,630,1630.0
7k0s9yxl,6,12,71,20,1,2,576.0,1,1,0,-1000.0,59,1059.0
7kdexmgl,6,12,71,20,1,2,324.0,0,1,0,-1000.0,558,1558.0
7kfvrci1,6,12,71,20,2,0,1344.0,0,1,0,-1000.0,632,1632.0
7ku8unc5,1,10,71,20,3,2,768.0,1,1,1,635.0,635,0.0
7l23x8iv,1,10,71,0,1,1,360.0,1,1,1,175.0,175,0.0
7lephgx0,5,10,65,9,1,1,0.0,1,0,1,660.0,663,3.0
7lngflhz,6,12,71,20,2,1,200.0,3,0,0,-1000.0,205,1205.0
7lsaln2b,1,10,71,20,1,1,32396.0,1,1,1,258.0,259,1.0
7lveds56,6,12,71,20,1,2,1344.0,1,1,0,-1000.0,167,1167.0
7m3nbxwg,5,10,19,20,4,4,360.0,4,0,1,491.0,491,0.0
7mu4p59g,1,10,71,16,1,1,300.0,1,0,1,265.0,155,-110.0
7n0b9ljd,1,9,71,10,3,2,150.0,4,1,1,267.0,295,28.0
7nh26hkw,5,10,71,20,1,2,300.0,1,1,1,510.0,510,0.0
7npaoiwo,1,10,65,4,1,1,200.0,4,0,1,367.0,579,212.0
7nzg1wog,1,10,71,20,1,2,600.0,0,0,1,153.0,245,92.0
7oiwoiai,6,12,71,20,1,2,960.0,2,1,0,-1000.0,590,1590.0
7opsie3t,1,10,71,11,2,1,960.0,4,1,1,362.0,441,79.0
7or9wr03,1,10,18,20,2,0,960.0,4,1,1,587.0,587,0.0
7oupoax3,5,10,71,20,1,0,360.0,1,1,1,568.0,569,1.0
7p0siv9z,1,10,71,16,1,1,324.0,1,0,1,243.0,273,30.0
7p6p5muj,1,10,71,16,2,2,960.0,0,1,1,471.0,476,5.0
7pdpob77,1,10,65,16,1,1,360.0,1,0,1,702.0,629,-73.0
7pdyg2uh,6,12,71,20,1,2,768.0,4,1,0,-1000.0,457,1457.0
7pftfk4n,1,10,71,16,2,1,150.0,2,0,1,160.0,162,2.0
7plcdewa,1,10,71,2,2,2,240.0,1,1,1,677.0,684,7.0
7pybbz4v,5,10,71,15,3,3,360.0,1,0,1,677.0,691,14.0
7q2n81mo,5,10,68,20,3,1,0.0,1,0,1,670.0,554,-116.0
7qj8a2qz,5,10,18,20,2,1,324.0,3,1,1,615.0,616,1.0
7qo83fmf,1,10,71,20,1,2,300.0,1,1,1,384.0,384,0.0
7qz30jyi,5,10,65,8,1,1,0.0,0,0,1,692.0,692,0.0
7r9ct6mi,1,10,71,20,1,1,324.0,1,0,1,224.0,229,5.0
7rcrwj18,6,12,71,20,1,2,9214.0,1,1,0,-1000.0,212,1212.0
7rdjjcj2,5,10,71,17,1,2,960.0,1,1,1,484.0,484,0.0
7rg2xgw6,1,10,65,16,1,2,300.0,1,1,1,683.0,693,10.0
7ryf0ay0,1,10,71,17,1,2,300.0,4,1,1,479.0,505,26.0
7s4w736y,6,12,71,20,1,1,576.0,1,1,0,-1000.0,223,1223.0
7s58tun8,5,10,71,14,1,1,360.0,4,1,1,533.0,534,1.0
7savdpbx,1,10,71,2,1,2,600.0,1,0,1,255.0,124,-131.0
7sdn7ibq,6,12,71,20,1,2,768.0,1,1,0,-1000.0,161,1161.0
7sjv7kia,6,12,71,20,1,2,576.0,1,1,0,-1000.0,723,1723.0
7sojfodc,6,12,71,20,1,2,240.0,1,1,0,-1000.0,692,1692.0
7suzafko,6,12,71,20,3,2,1344.0,1,1,0,-1000.0,587,1587.0
7tgz4m3n,6,12,71,20,1,2,576.0,2,1,0,-1000.0,166,1166.0
7tkbogep,5,10,65,20,1,2,300.0,1,1,1,686.0,686,0.0
7tmcl858,1,10,71,1,1,1,200.0,1,0,1,388.0,573,185.0
7tmzqxbe,1,10,71,15,1,1,150.0,0,1,1,582.0,643,61.0
7tq43nwv,5,10,61,15,1,2,768.0,1,1,1,402.0,552,150.0
7trcklqw,6,12,71,20,2,2,14876.0,1,1,0,-1000.0,278,1278.0
7u7vr7sg,6,12,71,20,1,1,960.0,2,1,0,-1000.0,345,1345.0
7uw7h2o5,1,10,71,2,1,1,360.0,1,0,1,310.0,629,319.0
7uxzbvsb,6,12,71,20,1,1,576.0,4,1,0,-1000.0,167,1167.0
7v6djnta,5,10,18,2,2,2,768.0,1,1,1,548.0,610,62.0
7vhju4cb,1,10,18,8,1,5,768.0,1,1,1,681.0,371,-310.0
7vrpc38u,6,12,71,20,1,2,240.0,1,1,0,-1000.0,373,1373.0
7vyed7up,5,10,71,2,1,2,450.0,1,1,1,0.0,181,181.0
7w0dkgh5,1,10,71,16,1,2,1344.0,1,1,1,362.0,605,243.0
7wadfp0a,5,10,18,20,2,1,1536.0,1,0,1,620.0,624,4.0
7wdgqm8n,5,10,71,13,1,2,300.0,1,1,1,251.0,252,1.0
7wnpsktr,1,10,71,9,3,2,120.0,1,1,1,156.0,278,122.0
7xmt9usj,1,10,18,18,2,3,360.0,1,0,1,877.0,1030,153.0
7y83ogld,1,10,71,20,3,1,768.0,0,0,1,573.0,418,-155.0
7y9alhko,1,10,18,16,1,5,360.0,1,1,1,428.0,459,31.0
7yb6xugt,5,10,71,20,1,1,200.0,1,0,1,708.0,708,0.0
7ye2sw0r,6,12,71,20,3,2,300.0,1,1,0,-1000.0,317,1317.0
7yevoyns,1,10,71,2,2,3,360.0,0,0,1,371.0,491,120.0
7yr0e853,1,10,71,20,1,1,200.0,1,0,1,275.0,253,-22.0
7z1j51ye,6,12,71,20,1,2,150.0,4,1,0,-1000.0,532,1532.0
7z7c6bll,1,10,65,20,2,2,0.0,1,1,1,590.0,594,4.0
7zqale9u,5,10,71,16,1,2,240.0,1,1,1,534.0,538,4.0
7zuri8s3,1,10,71,5,1,1,200.0,1,0,1,196.0,196,0.0
80bsunrc,1,10,71,2,1,1,768.0,1,0,1,434.0,435,1.0
80euw54d,5,10,71,20,1,1,300.0,1,1,1,363.0,453,90.0
81a73dzr,5,10,18,2,1,1,576.0,1,1,1,682.0,688,6.0
81gj8saf,1,10,71,20,1,2,240.0,1,1,1,384.0,384,0.0
81gjgnaj,6,12,71,20,1,2,150.0,1,1,0,-1000.0,523,1523.0
826utbcm,5,10,65,17,1,2,576.0,1,1,1,677.0,680,3.0
82bs7wpz,1,10,65,2,1,2,360.0,1,1,1,609.0,700,91.0
82ixu2na,6,12,71,20,1,2,768.0,2,1,0,-1000.0,152,1152.0
82kwfkl4,1,10,61,10,1,3,360.0,4,0,1,670.0,554,-116.0
82oo8wtl,6,12,71,20,1,2,960.0,0,1,0,-1000.0,37,1037.0
82p49i33,1,10,71,2,1,1,200.0,0,0,1,264.0,265,1.0
83ivysaw,5,10,18,20,2,3,360.0,4,0,1,674.0,679,5.0
83llx9tt,1,10,71,17,1,2,768.0,1,1,1,318.0,321,3.0
83rg6i03,5,10,3,1,2,1,324.0,1,0,1,486.0,517,31.0
84extthe,1,10,71,15,1,1,1344.0,1,1,1,124.0,155,31.0
84i6y774,6,12,71,20,1,2,360.0,1,1,0,-1000.0,195,1195.0
84xo1f51,1,10,71,0,1,2,360.0,4,1,1,534.0,537,3.0
850jv94u,1,10,71,8,2,1,150.0,0,1,1,94.0,155,61.0
8560cvxe,5,10,65,20,1,2,768.0,0,1,1,615.0,621,6.0
8567m0nf,1,10,71,1,3,2,1344.0,0,1,1,699.0,524,-175.0
85a50hdi,6,12,71,20,1,2,240.0,1,1,0,-1000.0,243,1243.0
85av72ze,1,10,65,18,1,2,768.0,0,1,1,402.0,491,89.0
85hvce1u,6,12,71,20,1,1,768.0,1,1,0,-1000.0,250,1250.0
85o3hmkd,6,12,71,20,2,1,768.0,0,1,0,-1000.0,315,1315.0
86bhaiyb,1,10,71,20,1,2,768.0,1,1,1,293.0,294,1.0
86dzft9v,1,10,71,16,1,0,360.0,1,1,1,548.0,610,62.0
86imagrj,1,10,71,20,1,2,240.0,1,1,1,679.0,680,1.0
86n5lumu,1,10,71,20,2,1,960.0,0,1,1,249.0,341,92.0
8716i7u3,6,12,71,20,1,2,120.0,1,1,0,-1000.0,510,1510.0
87dszp64,1,10,71,2,1,1,200.0,1,1,1,173.0,174,1.0
87o6697w,6,12,71,20,2,2,1344.0,1,1,0,-1000.0,317,1317.0
87t2g7av,6,12,71,20,1,2,240.0,1,1,0,-1000.0,213,1213.0
885xfmcv,6,12,71,20,2,2,1680.0,0,1,0,-1000.0,155,1155.0
88dt7po7,1,10,71,16,1,1,240.0,1,1,1,406.0,407,1.0
88n5mvik,5,10,65,20,3,2,360.0,2,1,1,720.0,722,2.0
88npxxk0,5,10,35,2,3,2,240.0,0,1,1,643.0,678,35.0
88tre7ve,5,10,71,3,1,1,768.0,1,1,1,504.0,504,0.0
89nveuy2,1,10,71,9,1,2,768.0,1,1,1,94.0,124,30.0
89s0igwn,1,10,29,20,2,1,240.0,4,1,1,562.0,596,34.0
89u1po8h,5,10,71,6,3,1,324.0,1,0,1,122.0,245,123.0
89zzh8vq,1,10,71,20,1,2,1344.0,2,1,1,362.0,393,31.0
8adkfx41,5,10,65,20,1,1,324.0,1,0,1,672.0,618,-54.0
8aoo5aif,5,10,3,5,2,1,0.0,1,0,1,685.0,691,6.0
8aovjt7j,6,12,71,20,3,2,1008.0,1,1,0,-1000.0,506,1506.0
8b59kuol,6,12,71,20,1,2,960.0,1,1,0,-1000.0,419,1419.0
8b7vkl62,1,10,71,16,3,2,960.0,1,1,1,380.0,383,3.0
8bdma26a,5,10,71,2,1,3,360.0,1,0,1,816.0,846,30.0
8bvm0h0n,5,10,19,2,2,1,768.0,4,1,1,614.0,614,0.0
8c247hul,6,12,71,20,1,2,768.0,4,1,0,-1000.0,380,1380.0
8c8kbndo,1,10,71,20,1,2,960.0,4,1,1,484.0,515,31.0
8ces2w49,1,10,71,2,1,5,768.0,1,1,1,385.0,632,247.0
8d6qideu,5,10,71,2,3,2,960.0,1,1,1,162.0,162,0.0
8d8p9oi9,5,10,71,8,1,1,768.0,0,0,1,423.0,454,31.0
8dgz0ten,1,10,71,2,1,1,960.0,2,0,1,189.0,190,1.0
8dsmeu0j,1,10,71,4,2,2,360.0,0,1,1,472.0,395,-77.0
8dtfyt8a,5,10,61,11,3,2,768.0,1,1,1,677.0,678,1.0
8e1k9z97,6,12,71,20,3,2,1344.0,1,1,0,-1000.0,404,1404.0
8erfooo9,5,10,71,20,3,1,360.0,0,1,1,656.0,656,0.0
8ern3y0w,6,12,71,20,2,2,150.0,1,1,0,-1000.0,352,1352.0
8exuyrmi,5,10,36,2,3,1,1344.0,1,0,1,453.0,424,-29.0
8ezl9b9h,5,10,5,18,2,1,500.0,2,0,1,704.0,679,-25.0
8fc70eb9,1,10,71,9,1,1,768.0,1,1,1,543.0,434,-109.0
8fjjtncq,5,10,71,1,1,2,768.0,1,1,1,504.0,509,5.0
8fku51db,1,10,71,11,3,2,150.0,2,1,1,373.0,378,5.0
8g1l6agd,5,10,71,20,2,2,768.0,2,1,1,650.0,651,1.0
8ge3bzi2,1,10,71,0,1,1,360.0,2,0,1,0.0,0,0.0
8gq1gi1l,1,10,71,20,1,2,768.0,1,1,1,705.0,706,1.0
8h5l5nwm,1,10,71,2,1,1,0.0,1,0,1,154.0,184,30.0
8hkk1fq0,6,12,71,20,1,2,360.0,1,1,0,-1000.0,587,1587.0
8hucuaqo,1,10,71,2,3,2,240.0,1,1,1,275.0,4,-271.0
8i2d003s,6,12,71,20,1,2,1008.0,0,1,0,-1000.0,686,1686.0
8i2t3kwo,1,10,71,2,1,2,1344.0,1,1,1,384.0,384,0.0
8i5neaa3,6,12,71,20,1,2,1344.0,1,1,0,-1000.0,533,1533.0
8i7df6m9,1,10,71,15,1,2,768.0,4,1,1,382.0,440,58.0
8iooaqbn,6,12,71,20,2,2,960.0,4,1,0,-1000.0,202,1202.0
8ixhl519,5,10,71,9,1,1,1344.0,1,1,1,334.0,159,-175.0
8jao2qzf,5,10,18,20,2,1,45744.0,2,1,1,660.0,429,-231.0
8jd5v6m6,1,10,65,20,1,2,240.0,1,1,1,521.0,677,156.0
8k8of4so,6,12,71,20,2,0,360.0,0,1,0,-1000.0,702,1702.0
8k9wj4it,1,10,71,16,3,1,450.0,4,0,1,335.0,189,-146.0
8kn5nzgu,1,10,71,16,3,2,1344.0,1,1,1,482.0,666,184.0
8krmaolp,1,10,71,2,3,1,360.0,1,1,1,294.0,294,0.0
8kvhwdy6,5,10,71,17,1,2,768.0,1,1,1,620.0,622,2.0
8l1gj8mn,1,10,71,20,1,2,768.0,1,1,1,405.0,407,2.0
8l4zqd4m,6,12,71,20,1,2,576.0,1,1,0,-1000.0,217,1217.0
8l6zglzw,1,10,71,12,1,2,240.0,1,1,1,373.0,373,0.0
8lbxfzzi,5,10,65,20,1,2,1344.0,1,1,1,722.0,722,0.0
8lfb1uro,1,10,71,17,2,2,1344.0,2,1,1,96.0,373,277.0
8lguy9h3,1,10,71,16,3,0,576.0,1,1,1,532.0,533,1.0
8lpgaebf,1,10,71,5,3,2,768.0,0,1,1,405.0,412,7.0
8m1qvtio,5,10,71,20,1,2,360.0,1,1,1,715.0,722,7.0
8m9psye4,1,10,71,9,1,0,324.0,1,1,1,256.0,265,9.0
8meakzdx,1,10,65,20,1,1,324.0,2,1,1,618.0,693,75.0
8mpirf6k,1,10,71,9,1,1,150.0,1,1,1,196.0,197,1.0
8mpku8ei,1,10,53,16,1,5,240.0,0,1,1,401.0,460,59.0
8muhyflv,5,10,71,13,3,2,1344.0,1,1,1,167.0,168,1.0
8mz2mq01,5,10,18,20,2,3,360.0,2,0,1,673.0,460,-213.0
8n1wiaeg,5,10,61,20,3,1,150.0,1,1,1,641.0,616,-25.0
8n2jkar6,1,10,71,20,1,2,960.0,1,1,1,387.0,387,0.0
8n3hinbc,1,3,71,20,1,2,768.0,1,1,1,358.0,441,83.0
8n76zaaf,1,10,71,20,1,2,768.0,1,1,1,196.0,198,2.0
8nhe9jap,6,12,71,20,1,2,768.0,1,1,0,-1000.0,526,1526.0
8nhvyguv,5,10,65,13,1,3,360.0,1,0,1,693.0,693,0.0
8o1gdski,1,10,71,9,1,1,960.0,1,0,1,635.0,635,0.0
8o42nx53,1,10,71,20,1,1,200.0,1,0,1,1.0,32,31.0
8oa5m4tf,1,10,71,20,1,1,960.0,1,1,1,359.0,541,182.0
8ofp08wx,5,10,18,20,2,1,0.0,1,0,1,647.0,657,10.0
8op3o3vv,6,12,71,20,1,2,14876.0,4,1,0,-1000.0,701,1701.0
8os9vaod,1,10,37,20,2,4,360.0,1,1,1,440.0,530,90.0
8oxcpfvc,5,10,18,20,3,3,360.0,3,0,1,660.0,582,-78.0
8p6g2syu,6,12,71,20,1,2,150.0,1,1,0,-1000.0,261,1261.0
8pqxhvle,6,12,71,20,1,0,0.0,1,1,0,-1000.0,569,1569.0
8py49a0g,5,10,36,16,1,2,324.0,0,1,1,514.0,615,101.0
8qsx4n6w,1,10,71,15,1,2,360.0,1,1,1,308.0,308,0.0
8r4sgw8h,5,10,71,8,1,1,768.0,1,0,1,667.0,697,30.0
8rjgiqk9,6,12,71,20,1,2,768.0,4,1,0,-1000.0,673,1673.0
8s2c10q1,1,10,71,2,1,2,960.0,0,1,1,385.0,386,1.0
8solk4e3,5,10,71,20,1,2,360.0,0,1,1,705.0,705,0.0
8sv2a1u2,1,10,71,20,1,2,600.0,1,1,1,327.0,328,1.0
8svdpx05,1,10,71,19,1,2,360.0,1,1,1,666.0,433,-233.0
8t7ai2q8,5,10,71,18,3,1,324.0,2,0,1,167.0,168,1.0
8ted40dj,1,10,71,2,3,2,240.0,1,1,1,419.0,480,61.0
8tjifr62,6,12,71,20,5,2,768.0,4,1,0,-1000.0,168,1168.0
8trv6hv9,1,10,65,9,1,2,240.0,4,1,1,625.0,628,3.0
8ttrdd05,1,10,71,14,2,1,240.0,1,0,1,377.0,379,2.0
8ttxnm14,6,12,71,20,2,0,120.0,1,1,0,-1000.0,579,1579.0
8u63d2b1,6,12,71,20,2,2,120.0,0,1,0,-1000.0,568,1568.0
8umevsrf,1,10,63,4,1,1,0.0,2,0,1,681.0,684,3.0
8v3gf9vz,1,10,71,2,1,2,600.0,2,1,1,185.0,216,31.0
8v40qd50,1,10,71,9,1,0,768.0,4,1,1,1030.0,1030,0.0
8vyipo1z,5,10,71,0,1,1,360.0,1,0,1,204.0,33,-171.0
8w8y6rev,1,10,61,17,3,2,360.0,2,1,1,724.0,816,92.0
8wqt4xs8,5,10,65,1,1,1,300.0,2,1,1,708.0,708,0.0
8wqztuyc,6,12,71,20,1,2,240.0,1,1,0,-1000.0,295,1295.0
8wrpibab,1,10,65,20,1,2,324.0,0,1,1,559.0,560,1.0
8wt553ny,1,10,71,12,1,2,360.0,1,1,1,221.0,280,59.0
8x5k2xts,1,10,71,15,1,3,360.0,0,0,1,665.0,404,-261.0
8x9u5a7w,1,10,65,20,1,2,240.0,4,1,1,370.0,677,307.0
8xk6io05,1,10,18,2,3,1,768.0,0,1,1,651.0,652,1.0
8xp0zojp,1,10,3,16,2,2,1344.0,2,1,1,653.0,656,3.0
8xtjudp1,6,12,71,20,2,2,300.0,0,1,0,-1000.0,643,1643.0
8y5bp1uf,5,10,18,15,2,1,200.0,0,0,1,617.0,621,4.0
8yg2ktyb,6,12,71,20,3,2,300.0,0,1,0,-1000.0,721,1721.0
8ykpzwlg,1,10,65,14,1,2,240.0,0,1,1,614.0,705,91.0
8z87ppiy,6,12,71,20,3,1,200.0,0,0,0,-1000.0,278,1278.0
8z8u98ns,6,12,71,20,1,2,768.0,1,1,0,-1000.0,701,1701.0
8ze8wtky,1,10,71,2,3,1,768.0,0,1,1,403.0,408,5.0
8zg6q1p2,6,12,71,20,1,2,1344.0,1,1,0,-1000.0,65,1065.0
8zlmaxiu,1,10,71,17,1,2,1680.0,1,1,1,287.0,289,2.0
8zlz4qpr,5,10,65,2,1,0,360.0,0,1,1,601.0,519,-82.0
90c0vbyf,1,10,71,20,5,3,360.0,4,0,1,244.0,244,0.0
90f7ok34,1,10,71,4,1,2,300.0,1,1,1,372.0,376,4.0
90latjl5,1,9,71,15,1,2,600.0,1,1,1,281.0,292,11.0
90spmff1,1,10,71,11,2,2,240.0,0,1,1,236.0,251,15.0
90uhza34,1,10,71,20,3,1,576.0,1,1,1,615.0,625,10.0
918zrp80,6,12,71,20,2,2,960.0,0,1,0,-1000.0,702,1702.0
91gsqw5a,5,10,65,20,1,2,360.0,1,1,1,601.0,721,120.0
91osb9xj,1,10,65,15,1,1,360.0,1,1,1,429.0,551,122.0
92jdud6t,5,10,63,14,3,2,240.0,0,1,1,567.0,569,2.0
92pm241h,5,10,14,17,2,2,120.0,4,1,1,622.0,623,1.0
92rclx1d,5,10,71,20,1,3,360.0,1,0,1,232.0,236,4.0
93adkg4f,1,10,71,16,3,1,200.0,1,0,1,263.0,265,2.0
93aswvf7,1,10,71,2,3,2,576.0,1,1,1,313.0,315,2.0
93nk5cfr,5,10,64,13,1,1,0.0,1,0,1,401.0,401,0.0
93r8rmro,1,10,71,20,1,2,360.0,1,1,1,341.0,341,0.0
94pxyksq,1,10,71,12,3,2,1008.0,1,1,1,175.0,574,399.0
94u9bjhl,6,12,71,20,1,2,960.0,1,1,0,-1000.0,257,1257.0
95ayiwva,1,9,71,15,1,2,768.0,0,1,1,2.0,236,234.0
95cso65f,1,10,71,20,1,1,960.0,1,0,1,229.0,231,2.0
95eb7kcw,6,12,71,20,3,2,960.0,1,1,0,-1000.0,515,1515.0
95m95v14,1,10,71,20,1,2,768.0,1,1,1,227.0,34,-193.0
95pgsk6u,1,10,71,7,1,2,360.0,1,1,1,31.0,252,221.0
96ahk1t4,1,10,71,10,1,2,768.0,1,1,1,377.0,378,1.0
96oem8hu,1,10,71,3,2,1,1344.0,4,1,1,395.0,454,59.0
96s7a7as,6,12,71,20,2,2,960.0,0,1,0,-1000.0,692,1692.0
96urgb5e,1,10,18,13,2,2,960.0,1,1,1,877.0,999,122.0
971kdgnh,1,10,71,16,1,2,1344.0,1,1,1,187.0,344,157.0
9784uhit,1,10,71,2,1,2,240.0,2,1,1,174.0,1,-173.0
97m7m162,6,12,71,20,1,2,324.0,0,1,0,-1000.0,4,1004.0
97ucisow,1,10,71,16,1,2,120.0,0,1,1,567.0,567,0.0
97w1p41n,1,10,71,11,3,2,1344.0,1,1,1,286.0,278,-8.0
9877tctd,6,12,71,20,2,2,768.0,1,1,0,-1000.0,401,1401.0
98bii037,1,10,71,15,3,1,360.0,1,0,1,412.0,413,1.0
98pp0lyi,6,12,71,20,2,2,240.0,2,1,0,-1000.0,246,1246.0
98ti6hxk,6,12,71,20,1,2,360.0,1,1,0,-1000.0,212,1212.0
994e6pll,1,10,61,20,3,1,0.0,1,0,1,938.0,999,61.0
9abbviur,1,10,71,16,1,2,240.0,2,1,1,308.0,280,-28.0
9akbd85c,5,10,71,2,1,1,324.0,1,0,1,215.0,276,61.0
9b50mgj2,1,10,71,19,1,1,320.0,1,1,1,342.0,344,2.0
9b7z7fr5,6,12,71,20,1,2,150.0,1,1,0,-1000.0,467,1467.0
9bkkx7fd,1,10,71,2,1,2,300.0,1,1,1,217.0,217,0.0
9bryjwof,1,10,71,20,1,1,200.0,1,0,1,476.0,476,0.0
9c4ozkt9,1,10,65,20,3,2,576.0,0,1,1,370.0,460,90.0
9ccg79id,5,10,65,20,1,2,240.0,0,1,1,713.0,722,9.0
9cpgc2x8,1,10,8,0,3,2,360.0,1,1,1,610.0,610,0.0
9cr4i6g8,5,10,71,4,2,2,1344.0,1,1,1,365.0,424,59.0
9czpjtk3,5,10,65,20,1,5,1012.0,1,0,1,486.0,517,31.0
9dfv22gt,6,12,71,20,2,0,120.0,4,1,0,-1000.0,653,1653.0
9dmf0al9,1,10,71,3,1,1,200.0,1,0,1,694.0,373,-321.0
9e2p93gz,5,10,71,16,1,1,360.0,1,1,1,659.0,660,1.0
9e6788dv,5,10,71,20,3,2,960.0,0,1,1,515.0,506,-9.0
9epuqolx,5,10,71,20,2,1,768.0,1,1,1,448.0,496,48.0
9f2kt2zp,1,10,71,2,2,1,768.0,0,1,1,541.0,541,0.0
9fjzwf5k,5,10,71,20,1,2,576.0,4,1,1,510.0,546,36.0
9fxlh4e3,1,10,17,9,2,2,450.0,0,1,1,677.0,679,2.0
9gbroxkm,5,10,65,13,1,3,768.0,1,1,1,723.0,723,0.0
9gcnbckk,1,10,71,17,3,2,600.0,0,1,1,372.0,372,0.0
9gtqnkdp,5,10,71,17,2,1,1680.0,1,1,1,544.0,468,-76.0
9hlwjzg3,1,10,71,4,3,1,150.0,0,0,1,478.0,506,28.0
9hqd1gjs,6,12,71,20,1,2,960.0,1,1,0,-1000.0,339,1339.0
9hw5du45,1,10,71,20,3,1,360.0,2,1,1,1.0,1,0.0
9i1sfcw2,6,12,71,20,1,2,240.0,1,1,0,-1000.0,681,1681.0
9i4yf161,1,10,71,16,2,2,768.0,4,1,1,37.0,462,425.0
9isd1owj,1,10,71,2,1,1,2400.0,1,1,1,291.0,293,2.0
9ivwmjlm,1,10,71,14,1,2,768.0,1,1,1,213.0,244,31.0
9j241ix0,5,3,71,2,1,2,360.0,1,1,1,645.0,660,15.0
9j49a6g6,6,12,71,20,3,0,324.0,0,1,0,-1000.0,650,1650.0
9j9g6dyl,1,10,71,7,1,3,98.0,4,0,1,309.0,339,30.0
9jqynzjw,1,10,71,20,1,1,200.0,4,0,1,653.0,656,3.0
9jrlzgn1,5,10,71,20,2,1,1344.0,0,1,1,672.0,615,-57.0
9jth2wkl,6,12,71,20,1,2,300.0,1,1,0,-1000.0,569,1569.0
9jtqo61j,5,10,65,19,1,2,360.0,1,1,1,554.0,555,1.0
9k6zoun6,1,10,71,20,3,2,240.0,1,1,1,499.0,504,5.0
9k9jrlmg,5,10,65,15,1,1,324.0,2,1,1,707.0,707,0.0
9km15cgk,1,10,71,16,2,5,360.0,0,1,1,705.0,707,2.0
9kmn8erl,6,12,71,20,1,0,576.0,1,1,0,-1000.0,368,1368.0
9l6e7zqw,5,10,16,12,1,5,0.0,1,0,1,969.0,999,30.0
9lao94p2,1,10,71,20,1,2,768.0,1,1,1,203.0,203,0.0
